start_timestamp,end_timestamp,marketprice,unit,country
2023-05-21 07:00:00,2023-05-21 08:00:00,2.14,Eur/MWh,at
2023-05-21 08:00:00,2023-05-21 09:00:00,0.0,Eur/MWh,at
2023-05-21 09:00:00,2023-05-21 10:00:00,-0.34,Eur/MWh,at
2023-05-21 10:00:00,2023-05-21 11:00:00,-4.22,Eur/MWh,at
2023-05-21 11:00:00,2023-05-21 12:00:00,-21.95,Eur/MWh,at
2023-05-21 12:00:00,2023-05-21 13:00:00,-22.67,Eur/MWh,at
2023-05-21 13:00:00,2023-05-21 14:00:00,-15.55,Eur/MWh,at
2023-05-21 14:00:00,2023-05-21 15:00:00,-0.41,Eur/MWh,at
2023-05-21 15:00:00,2023-05-21 16:00:00,2.22,Eur/MWh,at
2023-05-21 16:00:00,2023-05-21 17:00:00,41.34,Eur/MWh,at
2023-05-21 17:00:00,2023-05-21 18:00:00,85.49,Eur/MWh,at
2023-05-21 18:00:00,2023-05-21 19:00:00,90.87,Eur/MWh,at
2023-05-21 19:00:00,2023-05-21 20:00:00,91.0,Eur/MWh,at
2023-05-21 20:00:00,2023-05-21 21:00:00,89.94,Eur/MWh,at
2023-05-21 21:00:00,2023-05-21 22:00:00,83.5,Eur/MWh,at
2023-05-21 22:00:00,2023-05-21 23:00:00,88.29,Eur/MWh,at
2023-05-21 23:00:00,2023-05-22 00:00:00,80.06,Eur/MWh,at
2023-05-22 00:00:00,2023-05-22 01:00:00,78.31,Eur/MWh,at
2023-05-22 01:00:00,2023-05-22 02:00:00,77.8,Eur/MWh,at
2023-05-22 02:00:00,2023-05-22 03:00:00,81.0,Eur/MWh,at
2023-05-22 03:00:00,2023-05-22 04:00:00,97.17,Eur/MWh,at
2023-05-22 04:00:00,2023-05-22 05:00:00,112.95,Eur/MWh,at
2023-05-22 05:00:00,2023-05-22 06:00:00,120.0,Eur/MWh,at
2023-05-22 06:00:00,2023-05-22 07:00:00,113.42,Eur/MWh,at
2023-05-22 07:00:00,2023-05-22 08:00:00,104.31,Eur/MWh,at
2023-05-22 08:00:00,2023-05-22 09:00:00,90.27,Eur/MWh,at
2023-05-22 09:00:00,2023-05-22 10:00:00,78.39,Eur/MWh,at
2023-05-22 10:00:00,2023-05-22 11:00:00,68.38,Eur/MWh,at
2023-05-22 11:00:00,2023-05-22 12:00:00,65.06,Eur/MWh,at
2023-05-22 12:00:00,2023-05-22 13:00:00,68.06,Eur/MWh,at
2023-05-22 13:00:00,2023-05-22 14:00:00,72.59,Eur/MWh,at
2023-05-22 14:00:00,2023-05-22 15:00:00,82.18,Eur/MWh,at
2023-05-22 15:00:00,2023-05-22 16:00:00,96.65,Eur/MWh,at
2023-05-22 16:00:00,2023-05-22 17:00:00,103.87,Eur/MWh,at
2023-05-22 17:00:00,2023-05-22 18:00:00,135.57,Eur/MWh,at
2023-05-22 18:00:00,2023-05-22 19:00:00,148.43,Eur/MWh,at
2023-05-22 19:00:00,2023-05-22 20:00:00,123.2,Eur/MWh,at
2023-05-22 20:00:00,2023-05-22 21:00:00,108.59,Eur/MWh,at
2023-05-22 21:00:00,2023-05-22 22:00:00,100.96,Eur/MWh,at
2023-05-22 22:00:00,2023-05-22 23:00:00,90.96,Eur/MWh,at
2023-05-22 23:00:00,2023-05-23 00:00:00,77.16,Eur/MWh,at
2023-05-23 00:00:00,2023-05-23 01:00:00,75.45,Eur/MWh,at
2023-05-23 01:00:00,2023-05-23 02:00:00,67.65,Eur/MWh,at
2023-05-23 02:00:00,2023-05-23 03:00:00,65.45,Eur/MWh,at
2023-05-23 03:00:00,2023-05-23 04:00:00,80.72,Eur/MWh,at
2023-05-23 04:00:00,2023-05-23 05:00:00,101.34,Eur/MWh,at
2023-05-23 05:00:00,2023-05-23 06:00:00,104.92,Eur/MWh,at
2023-05-23 06:00:00,2023-05-23 07:00:00,101.0,Eur/MWh,at
2023-05-23 07:00:00,2023-05-23 08:00:00,91.87,Eur/MWh,at
2023-05-23 08:00:00,2023-05-23 09:00:00,83.01,Eur/MWh,at
2023-05-23 09:00:00,2023-05-23 10:00:00,72.56,Eur/MWh,at
2023-05-23 10:00:00,2023-05-23 11:00:00,52.66,Eur/MWh,at
2023-05-23 11:00:00,2023-05-23 12:00:00,54.41,Eur/MWh,at
2023-05-23 12:00:00,2023-05-23 13:00:00,44.9,Eur/MWh,at
2023-05-23 13:00:00,2023-05-23 14:00:00,48.63,Eur/MWh,at
2023-05-23 14:00:00,2023-05-23 15:00:00,62.07,Eur/MWh,at
2023-05-23 15:00:00,2023-05-23 16:00:00,77.81,Eur/MWh,at
2023-05-23 16:00:00,2023-05-23 17:00:00,85.0,Eur/MWh,at
2023-05-23 17:00:00,2023-05-23 18:00:00,98.93,Eur/MWh,at
2023-05-23 18:00:00,2023-05-23 19:00:00,98.93,Eur/MWh,at
2023-05-23 19:00:00,2023-05-23 20:00:00,111.13,Eur/MWh,at
2023-05-23 20:00:00,2023-05-23 21:00:00,102.92,Eur/MWh,at
2023-05-23 21:00:00,2023-05-23 22:00:00,97.68,Eur/MWh,at
2023-05-23 22:00:00,2023-05-23 23:00:00,83.0,Eur/MWh,at
2023-05-23 23:00:00,2023-05-24 00:00:00,76.09,Eur/MWh,at
2023-05-24 00:00:00,2023-05-24 01:00:00,75.13,Eur/MWh,at
2023-05-24 01:00:00,2023-05-24 02:00:00,75.88,Eur/MWh,at
2023-05-24 02:00:00,2023-05-24 03:00:00,76.34,Eur/MWh,at
2023-05-24 03:00:00,2023-05-24 04:00:00,84.99,Eur/MWh,at
2023-05-24 04:00:00,2023-05-24 05:00:00,106.73,Eur/MWh,at
2023-05-24 05:00:00,2023-05-24 06:00:00,114.93,Eur/MWh,at
2023-05-24 06:00:00,2023-05-24 07:00:00,109.66,Eur/MWh,at
2023-05-24 07:00:00,2023-05-24 08:00:00,98.94,Eur/MWh,at
2023-05-24 08:00:00,2023-05-24 09:00:00,85.92,Eur/MWh,at
2023-05-24 09:00:00,2023-05-24 10:00:00,81.0,Eur/MWh,at
2023-05-24 10:00:00,2023-05-24 11:00:00,80.58,Eur/MWh,at
2023-05-24 11:00:00,2023-05-24 12:00:00,81.16,Eur/MWh,at
2023-05-24 12:00:00,2023-05-24 13:00:00,75.21,Eur/MWh,at
2023-05-24 13:00:00,2023-05-24 14:00:00,84.22,Eur/MWh,at
2023-05-24 14:00:00,2023-05-24 15:00:00,90.73,Eur/MWh,at
2023-05-24 15:00:00,2023-05-24 16:00:00,100.15,Eur/MWh,at
2023-05-24 16:00:00,2023-05-24 17:00:00,105.94,Eur/MWh,at
2023-05-24 17:00:00,2023-05-24 18:00:00,136.87,Eur/MWh,at
2023-05-24 18:00:00,2023-05-24 19:00:00,170.24,Eur/MWh,at
2023-05-24 19:00:00,2023-05-24 20:00:00,145.62,Eur/MWh,at
2023-05-24 20:00:00,2023-05-24 21:00:00,110.0,Eur/MWh,at
2023-05-24 21:00:00,2023-05-24 22:00:00,104.74,Eur/MWh,at
2023-05-24 22:00:00,2023-05-24 23:00:00,100.88,Eur/MWh,at
2023-05-24 23:00:00,2023-05-25 00:00:00,92.94,Eur/MWh,at
2023-05-25 00:00:00,2023-05-25 01:00:00,88.78,Eur/MWh,at
2023-05-25 01:00:00,2023-05-25 02:00:00,85.62,Eur/MWh,at
2023-05-25 02:00:00,2023-05-25 03:00:00,87.48,Eur/MWh,at
2023-05-25 03:00:00,2023-05-25 04:00:00,94.98,Eur/MWh,at
2023-05-25 04:00:00,2023-05-25 05:00:00,115.1,Eur/MWh,at
2023-05-25 05:00:00,2023-05-25 06:00:00,122.42,Eur/MWh,at
2023-05-25 06:00:00,2023-05-25 07:00:00,104.0,Eur/MWh,at
2023-05-25 07:00:00,2023-05-25 08:00:00,83.35,Eur/MWh,at
2023-05-25 08:00:00,2023-05-25 09:00:00,70.85,Eur/MWh,at
2023-05-25 09:00:00,2023-05-25 10:00:00,55.07,Eur/MWh,at
2023-05-25 10:00:00,2023-05-25 11:00:00,41.0,Eur/MWh,at
2023-05-25 11:00:00,2023-05-25 12:00:00,17.64,Eur/MWh,at
2023-05-25 12:00:00,2023-05-25 13:00:00,45.25,Eur/MWh,at
2023-05-25 13:00:00,2023-05-25 14:00:00,37.14,Eur/MWh,at
2023-05-25 14:00:00,2023-05-25 15:00:00,58.36,Eur/MWh,at
2023-05-25 15:00:00,2023-05-25 16:00:00,72.17,Eur/MWh,at
2023-05-25 16:00:00,2023-05-25 17:00:00,91.15,Eur/MWh,at
2023-05-25 17:00:00,2023-05-25 18:00:00,113.04,Eur/MWh,at
2023-05-25 18:00:00,2023-05-25 19:00:00,128.75,Eur/MWh,at
2023-05-25 19:00:00,2023-05-25 20:00:00,116.88,Eur/MWh,at
2023-05-25 20:00:00,2023-05-25 21:00:00,102.14,Eur/MWh,at
2023-05-25 21:00:00,2023-05-25 22:00:00,90.94,Eur/MWh,at
2023-05-25 22:00:00,2023-05-25 23:00:00,88.11,Eur/MWh,at
2023-05-25 23:00:00,2023-05-26 00:00:00,76.4,Eur/MWh,at
2023-05-26 00:00:00,2023-05-26 01:00:00,74.51,Eur/MWh,at
2023-05-26 01:00:00,2023-05-26 02:00:00,73.59,Eur/MWh,at
2023-05-26 02:00:00,2023-05-26 03:00:00,76.75,Eur/MWh,at
2023-05-26 03:00:00,2023-05-26 04:00:00,84.18,Eur/MWh,at
2023-05-26 04:00:00,2023-05-26 05:00:00,100.0,Eur/MWh,at
2023-05-26 05:00:00,2023-05-26 06:00:00,104.24,Eur/MWh,at
2023-05-26 06:00:00,2023-05-26 07:00:00,98.98,Eur/MWh,at
2023-05-26 07:00:00,2023-05-26 08:00:00,79.89,Eur/MWh,at
2023-05-26 08:00:00,2023-05-26 09:00:00,54.96,Eur/MWh,at
2023-05-26 09:00:00,2023-05-26 10:00:00,32.07,Eur/MWh,at
2023-05-26 10:00:00,2023-05-26 11:00:00,20.01,Eur/MWh,at
2023-05-26 11:00:00,2023-05-26 12:00:00,7.88,Eur/MWh,at
2023-05-26 12:00:00,2023-05-26 13:00:00,8.32,Eur/MWh,at
2023-05-26 13:00:00,2023-05-26 14:00:00,24.3,Eur/MWh,at
2023-05-26 14:00:00,2023-05-26 15:00:00,31.19,Eur/MWh,at
2023-05-26 15:00:00,2023-05-26 16:00:00,59.05,Eur/MWh,at
2023-05-26 16:00:00,2023-05-26 17:00:00,84.93,Eur/MWh,at
2023-05-26 17:00:00,2023-05-26 18:00:00,102.95,Eur/MWh,at
2023-05-26 18:00:00,2023-05-26 19:00:00,112.87,Eur/MWh,at
2023-05-26 19:00:00,2023-05-26 20:00:00,102.96,Eur/MWh,at
2023-05-26 20:00:00,2023-05-26 21:00:00,99.5,Eur/MWh,at
2023-05-26 21:00:00,2023-05-26 22:00:00,92.5,Eur/MWh,at
2023-05-26 22:00:00,2023-05-26 23:00:00,86.0,Eur/MWh,at
2023-05-26 23:00:00,2023-05-27 00:00:00,81.91,Eur/MWh,at
2023-05-27 00:00:00,2023-05-27 01:00:00,84.73,Eur/MWh,at
2023-05-27 01:00:00,2023-05-27 02:00:00,83.04,Eur/MWh,at
2023-05-27 02:00:00,2023-05-27 03:00:00,81.93,Eur/MWh,at
2023-05-27 03:00:00,2023-05-27 04:00:00,79.26,Eur/MWh,at
2023-05-27 04:00:00,2023-05-27 05:00:00,82.7,Eur/MWh,at
2023-05-27 05:00:00,2023-05-27 06:00:00,82.99,Eur/MWh,at
2023-05-27 06:00:00,2023-05-27 07:00:00,72.61,Eur/MWh,at
2023-05-27 07:00:00,2023-05-27 08:00:00,55.06,Eur/MWh,at
2023-05-27 08:00:00,2023-05-27 09:00:00,16.37,Eur/MWh,at
2023-05-27 09:00:00,2023-05-27 10:00:00,1.45,Eur/MWh,at
2023-05-27 10:00:00,2023-05-27 11:00:00,0.0,Eur/MWh,at
2023-05-27 11:00:00,2023-05-27 12:00:00,-4.94,Eur/MWh,at
2023-05-27 12:00:00,2023-05-27 13:00:00,-5.06,Eur/MWh,at
2023-05-27 13:00:00,2023-05-27 14:00:00,0.05,Eur/MWh,at
2023-05-27 14:00:00,2023-05-27 15:00:00,2.26,Eur/MWh,at
2023-05-27 15:00:00,2023-05-27 16:00:00,55.08,Eur/MWh,at
2023-05-27 16:00:00,2023-05-27 17:00:00,84.85,Eur/MWh,at
2023-05-27 17:00:00,2023-05-27 18:00:00,95.09,Eur/MWh,at
2023-05-27 18:00:00,2023-05-27 19:00:00,102.94,Eur/MWh,at
2023-05-27 19:00:00,2023-05-27 20:00:00,109.33,Eur/MWh,at
2023-05-27 20:00:00,2023-05-27 21:00:00,99.83,Eur/MWh,at
2023-05-27 21:00:00,2023-05-27 22:00:00,94.71,Eur/MWh,at
2023-05-27 22:00:00,2023-05-27 23:00:00,87.09,Eur/MWh,at
2023-05-27 23:00:00,2023-05-28 00:00:00,84.0,Eur/MWh,at
2023-05-28 00:00:00,2023-05-28 01:00:00,81.92,Eur/MWh,at
2023-05-28 01:00:00,2023-05-28 02:00:00,77.87,Eur/MWh,at
2023-05-28 02:00:00,2023-05-28 03:00:00,77.86,Eur/MWh,at
2023-05-28 03:00:00,2023-05-28 04:00:00,73.0,Eur/MWh,at
2023-05-28 04:00:00,2023-05-28 05:00:00,66.3,Eur/MWh,at
2023-05-28 05:00:00,2023-05-28 06:00:00,57.05,Eur/MWh,at
2023-05-28 06:00:00,2023-05-28 07:00:00,36.8,Eur/MWh,at
2023-05-28 07:00:00,2023-05-28 08:00:00,0.0,Eur/MWh,at
2023-05-28 08:00:00,2023-05-28 09:00:00,-3.25,Eur/MWh,at
2023-05-28 09:00:00,2023-05-28 10:00:00,-23.4,Eur/MWh,at
2023-05-28 10:00:00,2023-05-28 11:00:00,-30.19,Eur/MWh,at
2023-05-28 11:00:00,2023-05-28 12:00:00,-61.01,Eur/MWh,at
2023-05-28 12:00:00,2023-05-28 13:00:00,-54.62,Eur/MWh,at
2023-05-28 13:00:00,2023-05-28 14:00:00,-43.77,Eur/MWh,at
2023-05-28 14:00:00,2023-05-28 15:00:00,-23.4,Eur/MWh,at
2023-05-28 15:00:00,2023-05-28 16:00:00,-0.06,Eur/MWh,at
2023-05-28 16:00:00,2023-05-28 17:00:00,50.0,Eur/MWh,at
2023-05-28 17:00:00,2023-05-28 18:00:00,72.9,Eur/MWh,at
2023-05-28 18:00:00,2023-05-28 19:00:00,75.02,Eur/MWh,at
2023-05-28 19:00:00,2023-05-28 20:00:00,75.94,Eur/MWh,at
2023-05-28 20:00:00,2023-05-28 21:00:00,76.25,Eur/MWh,at
2023-05-28 21:00:00,2023-05-28 22:00:00,69.5,Eur/MWh,at
2023-05-28 22:00:00,2023-05-28 23:00:00,59.23,Eur/MWh,at
2023-05-28 23:00:00,2023-05-29 00:00:00,53.9,Eur/MWh,at
2023-05-29 00:00:00,2023-05-29 01:00:00,51.82,Eur/MWh,at
2023-05-29 01:00:00,2023-05-29 02:00:00,47.49,Eur/MWh,at
2023-05-29 02:00:00,2023-05-29 03:00:00,49.58,Eur/MWh,at
2023-05-29 03:00:00,2023-05-29 04:00:00,57.17,Eur/MWh,at
2023-05-29 04:00:00,2023-05-29 05:00:00,61.09,Eur/MWh,at
2023-05-29 05:00:00,2023-05-29 06:00:00,58.71,Eur/MWh,at
2023-05-29 06:00:00,2023-05-29 07:00:00,29.92,Eur/MWh,at
2023-05-29 07:00:00,2023-05-29 08:00:00,0.0,Eur/MWh,at
2023-05-29 08:00:00,2023-05-29 09:00:00,-2.01,Eur/MWh,at
2023-05-29 09:00:00,2023-05-29 10:00:00,-16.24,Eur/MWh,at
2023-05-29 10:00:00,2023-05-29 11:00:00,-30.82,Eur/MWh,at
2023-05-29 11:00:00,2023-05-29 12:00:00,-51.84,Eur/MWh,at
2023-05-29 12:00:00,2023-05-29 13:00:00,-40.2,Eur/MWh,at
2023-05-29 13:00:00,2023-05-29 14:00:00,-81.59,Eur/MWh,at
2023-05-29 14:00:00,2023-05-29 15:00:00,-23.91,Eur/MWh,at
2023-05-29 15:00:00,2023-05-29 16:00:00,0.0,Eur/MWh,at
2023-05-29 16:00:00,2023-05-29 17:00:00,61.0,Eur/MWh,at
2023-05-29 17:00:00,2023-05-29 18:00:00,72.9,Eur/MWh,at
2023-05-29 18:00:00,2023-05-29 19:00:00,75.02,Eur/MWh,at
2023-05-29 19:00:00,2023-05-29 20:00:00,81.93,Eur/MWh,at
2023-05-29 20:00:00,2023-05-29 21:00:00,81.0,Eur/MWh,at
2023-05-29 21:00:00,2023-05-29 22:00:00,75.0,Eur/MWh,at
2023-05-29 22:00:00,2023-05-29 23:00:00,75.02,Eur/MWh,at
2023-05-29 23:00:00,2023-05-30 00:00:00,71.05,Eur/MWh,at
2023-05-30 00:00:00,2023-05-30 01:00:00,68.9,Eur/MWh,at
2023-05-30 01:00:00,2023-05-30 02:00:00,66.57,Eur/MWh,at
2023-05-30 02:00:00,2023-05-30 03:00:00,71.55,Eur/MWh,at
2023-05-30 03:00:00,2023-05-30 04:00:00,83.23,Eur/MWh,at
2023-05-30 04:00:00,2023-05-30 05:00:00,95.99,Eur/MWh,at
2023-05-30 05:00:00,2023-05-30 06:00:00,116.66,Eur/MWh,at
2023-05-30 06:00:00,2023-05-30 07:00:00,108.64,Eur/MWh,at
2023-05-30 07:00:00,2023-05-30 08:00:00,90.06,Eur/MWh,at
2023-05-30 08:00:00,2023-05-30 09:00:00,82.37,Eur/MWh,at
2023-05-30 09:00:00,2023-05-30 10:00:00,70.27,Eur/MWh,at
2023-05-30 10:00:00,2023-05-30 11:00:00,64.42,Eur/MWh,at
2023-05-30 11:00:00,2023-05-30 12:00:00,57.08,Eur/MWh,at
2023-05-30 12:00:00,2023-05-30 13:00:00,55.28,Eur/MWh,at
2023-05-30 13:00:00,2023-05-30 14:00:00,59.08,Eur/MWh,at
2023-05-30 14:00:00,2023-05-30 15:00:00,67.84,Eur/MWh,at
2023-05-30 15:00:00,2023-05-30 16:00:00,83.62,Eur/MWh,at
2023-05-30 16:00:00,2023-05-30 17:00:00,94.48,Eur/MWh,at
2023-05-30 17:00:00,2023-05-30 18:00:00,119.57,Eur/MWh,at
2023-05-30 18:00:00,2023-05-30 19:00:00,144.99,Eur/MWh,at
2023-05-30 19:00:00,2023-05-30 20:00:00,120.66,Eur/MWh,at
2023-05-30 20:00:00,2023-05-30 21:00:00,93.95,Eur/MWh,at
2023-05-30 21:00:00,2023-05-30 22:00:00,89.65,Eur/MWh,at
2023-05-30 22:00:00,2023-05-30 23:00:00,85.92,Eur/MWh,at
2023-05-30 23:00:00,2023-05-31 00:00:00,79.75,Eur/MWh,at
2023-05-31 00:00:00,2023-05-31 01:00:00,74.2,Eur/MWh,at
2023-05-31 01:00:00,2023-05-31 02:00:00,75.48,Eur/MWh,at
2023-05-31 02:00:00,2023-05-31 03:00:00,79.89,Eur/MWh,at
2023-05-31 03:00:00,2023-05-31 04:00:00,86.91,Eur/MWh,at
2023-05-31 04:00:00,2023-05-31 05:00:00,107.81,Eur/MWh,at
2023-05-31 05:00:00,2023-05-31 06:00:00,108.95,Eur/MWh,at
2023-05-31 06:00:00,2023-05-31 07:00:00,100.01,Eur/MWh,at
2023-05-31 07:00:00,2023-05-31 08:00:00,86.41,Eur/MWh,at
2023-05-31 08:00:00,2023-05-31 09:00:00,66.92,Eur/MWh,at
2023-05-31 09:00:00,2023-05-31 10:00:00,46.12,Eur/MWh,at
2023-05-31 10:00:00,2023-05-31 11:00:00,50.04,Eur/MWh,at
2023-05-31 11:00:00,2023-05-31 12:00:00,46.83,Eur/MWh,at
2023-05-31 12:00:00,2023-05-31 13:00:00,47.47,Eur/MWh,at
2023-05-31 13:00:00,2023-05-31 14:00:00,34.16,Eur/MWh,at
2023-05-31 14:00:00,2023-05-31 15:00:00,58.04,Eur/MWh,at
2023-05-31 15:00:00,2023-05-31 16:00:00,63.66,Eur/MWh,at
2023-05-31 16:00:00,2023-05-31 17:00:00,94.0,Eur/MWh,at
2023-05-31 17:00:00,2023-05-31 18:00:00,114.87,Eur/MWh,at
2023-05-31 18:00:00,2023-05-31 19:00:00,118.48,Eur/MWh,at
2023-05-31 19:00:00,2023-05-31 20:00:00,103.4,Eur/MWh,at
2023-05-31 20:00:00,2023-05-31 21:00:00,93.99,Eur/MWh,at
2023-05-31 21:00:00,2023-05-31 22:00:00,83.13,Eur/MWh,at
2023-05-31 22:00:00,2023-05-31 23:00:00,84.15,Eur/MWh,at
2023-05-31 23:00:00,2023-06-01 00:00:00,74.3,Eur/MWh,at
2023-06-01 00:00:00,2023-06-01 01:00:00,70.1,Eur/MWh,at
2023-06-01 01:00:00,2023-06-01 02:00:00,66.24,Eur/MWh,at
2023-06-01 02:00:00,2023-06-01 03:00:00,67.62,Eur/MWh,at
2023-06-01 03:00:00,2023-06-01 04:00:00,79.08,Eur/MWh,at
2023-06-01 04:00:00,2023-06-01 05:00:00,94.78,Eur/MWh,at
2023-06-01 05:00:00,2023-06-01 06:00:00,106.61,Eur/MWh,at
2023-06-01 06:00:00,2023-06-01 07:00:00,99.07,Eur/MWh,at
2023-06-01 07:00:00,2023-06-01 08:00:00,87.3,Eur/MWh,at
2023-06-01 08:00:00,2023-06-01 09:00:00,68.19,Eur/MWh,at
2023-06-01 09:00:00,2023-06-01 10:00:00,59.92,Eur/MWh,at
2023-06-01 10:00:00,2023-06-01 11:00:00,39.74,Eur/MWh,at
2023-06-01 11:00:00,2023-06-01 12:00:00,9.35,Eur/MWh,at
2023-06-01 12:00:00,2023-06-01 13:00:00,3.77,Eur/MWh,at
2023-06-01 13:00:00,2023-06-01 14:00:00,39.82,Eur/MWh,at
2023-06-01 14:00:00,2023-06-01 15:00:00,57.06,Eur/MWh,at
2023-06-01 15:00:00,2023-06-01 16:00:00,71.06,Eur/MWh,at
2023-06-01 16:00:00,2023-06-01 17:00:00,87.97,Eur/MWh,at
2023-06-01 17:00:00,2023-06-01 18:00:00,94.96,Eur/MWh,at
2023-06-01 18:00:00,2023-06-01 19:00:00,116.52,Eur/MWh,at
2023-06-01 19:00:00,2023-06-01 20:00:00,103.4,Eur/MWh,at
2023-06-01 20:00:00,2023-06-01 21:00:00,95.41,Eur/MWh,at
2023-06-01 21:00:00,2023-06-01 22:00:00,86.53,Eur/MWh,at
2023-06-01 22:00:00,2023-06-01 23:00:00,83.59,Eur/MWh,at
2023-06-01 23:00:00,2023-06-02 00:00:00,79.4,Eur/MWh,at
2023-06-02 00:00:00,2023-06-02 01:00:00,78.95,Eur/MWh,at
2023-06-02 01:00:00,2023-06-02 02:00:00,75.35,Eur/MWh,at
2023-06-02 02:00:00,2023-06-02 03:00:00,77.94,Eur/MWh,at
2023-06-02 03:00:00,2023-06-02 04:00:00,86.58,Eur/MWh,at
2023-06-02 04:00:00,2023-06-02 05:00:00,109.38,Eur/MWh,at
2023-06-02 05:00:00,2023-06-02 06:00:00,113.61,Eur/MWh,at
2023-06-02 06:00:00,2023-06-02 07:00:00,94.97,Eur/MWh,at
2023-06-02 07:00:00,2023-06-02 08:00:00,84.37,Eur/MWh,at
2023-06-02 08:00:00,2023-06-02 09:00:00,72.09,Eur/MWh,at
2023-06-02 09:00:00,2023-06-02 10:00:00,63.15,Eur/MWh,at
2023-06-02 10:00:00,2023-06-02 11:00:00,56.06,Eur/MWh,at
2023-06-02 11:00:00,2023-06-02 12:00:00,42.61,Eur/MWh,at
2023-06-02 12:00:00,2023-06-02 13:00:00,36.82,Eur/MWh,at
2023-06-02 13:00:00,2023-06-02 14:00:00,44.9,Eur/MWh,at
2023-06-02 14:00:00,2023-06-02 15:00:00,58.27,Eur/MWh,at
2023-06-02 15:00:00,2023-06-02 16:00:00,76.62,Eur/MWh,at
2023-06-02 16:00:00,2023-06-02 17:00:00,85.9,Eur/MWh,at
2023-06-02 17:00:00,2023-06-02 18:00:00,98.93,Eur/MWh,at
2023-06-02 18:00:00,2023-06-02 19:00:00,105.56,Eur/MWh,at
2023-06-02 19:00:00,2023-06-02 20:00:00,100.35,Eur/MWh,at
2023-06-02 20:00:00,2023-06-02 21:00:00,92.56,Eur/MWh,at
2023-06-02 21:00:00,2023-06-02 22:00:00,85.06,Eur/MWh,at
2023-06-02 22:00:00,2023-06-02 23:00:00,84.95,Eur/MWh,at
2023-06-02 23:00:00,2023-06-03 00:00:00,80.3,Eur/MWh,at
2023-06-03 00:00:00,2023-06-03 01:00:00,77.79,Eur/MWh,at
2023-06-03 01:00:00,2023-06-03 02:00:00,75.2,Eur/MWh,at
2023-06-03 02:00:00,2023-06-03 03:00:00,77.6,Eur/MWh,at
2023-06-03 03:00:00,2023-06-03 04:00:00,77.55,Eur/MWh,at
2023-06-03 04:00:00,2023-06-03 05:00:00,76.91,Eur/MWh,at
2023-06-03 05:00:00,2023-06-03 06:00:00,73.63,Eur/MWh,at
2023-06-03 06:00:00,2023-06-03 07:00:00,70.0,Eur/MWh,at
2023-06-03 07:00:00,2023-06-03 08:00:00,59.97,Eur/MWh,at
2023-06-03 08:00:00,2023-06-03 09:00:00,27.36,Eur/MWh,at
2023-06-03 09:00:00,2023-06-03 10:00:00,5.0,Eur/MWh,at
2023-06-03 10:00:00,2023-06-03 11:00:00,-0.01,Eur/MWh,at
2023-06-03 11:00:00,2023-06-03 12:00:00,-4.0,Eur/MWh,at
2023-06-03 12:00:00,2023-06-03 13:00:00,-3.39,Eur/MWh,at
2023-06-03 13:00:00,2023-06-03 14:00:00,-0.12,Eur/MWh,at
2023-06-03 14:00:00,2023-06-03 15:00:00,4.82,Eur/MWh,at
2023-06-03 15:00:00,2023-06-03 16:00:00,45.66,Eur/MWh,at
2023-06-03 16:00:00,2023-06-03 17:00:00,75.0,Eur/MWh,at
2023-06-03 17:00:00,2023-06-03 18:00:00,83.97,Eur/MWh,at
2023-06-03 18:00:00,2023-06-03 19:00:00,92.5,Eur/MWh,at
2023-06-03 19:00:00,2023-06-03 20:00:00,92.72,Eur/MWh,at
2023-06-03 20:00:00,2023-06-03 21:00:00,86.92,Eur/MWh,at
2023-06-03 21:00:00,2023-06-03 22:00:00,81.17,Eur/MWh,at
2023-06-03 22:00:00,2023-06-03 23:00:00,81.12,Eur/MWh,at
2023-06-03 23:00:00,2023-06-04 00:00:00,74.9,Eur/MWh,at
2023-06-04 00:00:00,2023-06-04 01:00:00,72.51,Eur/MWh,at
2023-06-04 01:00:00,2023-06-04 02:00:00,71.42,Eur/MWh,at
2023-06-04 02:00:00,2023-06-04 03:00:00,72.51,Eur/MWh,at
2023-06-04 03:00:00,2023-06-04 04:00:00,71.65,Eur/MWh,at
2023-06-04 04:00:00,2023-06-04 05:00:00,68.69,Eur/MWh,at
2023-06-04 05:00:00,2023-06-04 06:00:00,64.77,Eur/MWh,at
2023-06-04 06:00:00,2023-06-04 07:00:00,50.81,Eur/MWh,at
2023-06-04 07:00:00,2023-06-04 08:00:00,21.96,Eur/MWh,at
2023-06-04 08:00:00,2023-06-04 09:00:00,5.11,Eur/MWh,at
2023-06-04 09:00:00,2023-06-04 10:00:00,0.0,Eur/MWh,at
2023-06-04 10:00:00,2023-06-04 11:00:00,-0.02,Eur/MWh,at
2023-06-04 11:00:00,2023-06-04 12:00:00,0.0,Eur/MWh,at
2023-06-04 12:00:00,2023-06-04 13:00:00,-23.41,Eur/MWh,at
2023-06-04 13:00:00,2023-06-04 14:00:00,-4.17,Eur/MWh,at
2023-06-04 14:00:00,2023-06-04 15:00:00,0.0,Eur/MWh,at
2023-06-04 15:00:00,2023-06-04 16:00:00,34.5,Eur/MWh,at
2023-06-04 16:00:00,2023-06-04 17:00:00,78.21,Eur/MWh,at
2023-06-04 17:00:00,2023-06-04 18:00:00,93.98,Eur/MWh,at
2023-06-04 18:00:00,2023-06-04 19:00:00,101.3,Eur/MWh,at
